
RNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	561	Escherichia coli	0.1	0.3
Viruses	10663	Aeromonas phage PX29	0.0	0.0
Viruses	110456	Escherichia virus T7	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1357	Lactococcus lactis	0.3	0.2
Bacteria	303379	Herminiimonas arsenicoxydans	0.3	0.2

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	590	Salmonella enterica	0.5	0.8
Bacteria	1357	Lactococcus lactis	0.1	0.1

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	11007	Saccharomyces cerevisiae virus L-A	0.2	0.1
Viruses	10509	Human mastadenovirus C	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	836	Porphyromonas asaccharolytica	0.6	0.2
Viruses	10242	Vaccinia virus	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	150022	Finegoldia magna	0.6	0.7

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1847725	Lawsonella clevelandensis	0.8	2.4
Bacteria	1234	Nitrospira moscoviensis	0.3	0.3

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	12234	Cucumber green mottle mosaic virus	0.9	0.9
Bacteria	233191	Caldilinea aerophila	0.4	0.4
Viruses	110456	Escherichia virus T7	0.2	0.1
Bacteria	48736	Ralstonia pickettii	0.1	0.1
Viruses	1982251	Propionibacterium virus PHL041M10	0.1	0.1
Viruses	10509	Human mastadenovirus C	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	233191	Caldilinea aerophila	0.6	1.1
Bacteria	48736	Ralstonia pickettii	0.5	0.3
Bacteria	1269	Micrococcus luteus	0.5	0.3
Bacteria	53457	Janibacter indicus	0.3	0.3
Bacteria	1839	Nocardioides dokdonensis	0.1	0.1
Bacteria	561	Escherichia coli	0.1	0.4
Viruses	10294	Human alphaherpesvirus 1	0.0	0.0
Viruses	1623292	Mycobacterium virus Omega	0.0	0.0
Viruses	1623282	Mycobacterium virus Che9c	0.0	0.0
Viruses	1982239	Pseudomonas virus NP1	0.0	0.0
Viruses	110456	Escherichia virus T7	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	39643	Sorangium cellulosum	0.8	3.3
Bacteria	1649470	Minicystis rosea	0.5	1.0
Bacteria	1847725	Lawsonella clevelandensis	0.4	1.1
Bacteria	1524217	Labilithrix luteola	0.2	1.2
Bacteria	50	Chondromyces crocatus	0.1	0.4

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	10509	Human mastadenovirus C	0.3	0.1
Viruses	10358	Human betaherpesvirus 5	0.3	0.2
Viruses	687332	Torque teno mini virus 1	0.2	0.5
Viruses	11007	Saccharomyces cerevisiae virus L-A	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1912216	Cutibacterium acnes	0.2	0.1
Bacteria	561	Escherichia coli	0.2	0.1
Viruses	10375	Human gammaherpesvirus 4	0.0	0.0
Viruses	10358	Human betaherpesvirus 5	0.0	0.0
Viruses	687331	Torque teno virus 5	0.0	0.1

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	10509	Human mastadenovirus C	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1912216	Cutibacterium acnes	0.2	0.2
Bacteria	561	Escherichia coli	0.1	0.5
Viruses	10375	Human gammaherpesvirus 4	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	53457	Janibacter indicus	0.4	0.2
Bacteria	745	Pasteurella multocida	0.2	0.1
Bacteria	233191	Caldilinea aerophila	0.1	0.3
Viruses	10509	Human mastadenovirus C	0.1	0.1
Bacteria	482	Neisseria meningitidis	0.1	0.2

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	745	Pasteurella multocida	0.9	1.0
Bacteria	233191	Caldilinea aerophila	0.5	1.1
Bacteria	482	Neisseria meningitidis	0.4	0.2
Bacteria	1279	Staphylococcus epidermidis	0.2	0.1
Bacteria	469	Acinetobacter johnsonii	0.2	0.1
Bacteria	53457	Janibacter indicus	0.2	0.1
Bacteria	561	Escherichia coli	0.2	3.9
Bacteria	283	Comamonas aquatica	0.1	0.1
Bacteria	407	Methylobacterium aquaticum	0.1	0.0
Viruses	10294	Human alphaherpesvirus 1	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	57495	Dermacoccus nishinomiyaensis	0.9	0.1
Bacteria	590	Salmonella enterica	0.4	0.4
Bacteria	38501	Blastococcus saxobsidens	0.3	0.1
Bacteria	1860	Geodermatophilus obscurus	0.3	0.2
Bacteria	34072	Variovorax paradoxus	0.2	0.1
Bacteria	222	Achromobacter xylosoxidans	0.2	0.1
Bacteria	561	Escherichia coli	0.2	0.5
Bacteria	1847725	Lawsonella clevelandensis	0.1	0.1

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	10509	Human mastadenovirus C	0.1	0.1
Viruses	12195	Zucchini yellow mosaic virus	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1912216	Cutibacterium acnes	0.5	0.2
Bacteria	561	Escherichia coli	0.1	0.7
Viruses	1511911	Primate tetraparvovirus 1	0.1	0.0
Bacteria	2094023	Glaesserella parasuis	0.1	0.1
Viruses	110456	Escherichia virus T7	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	1847725	Lawsonella clevelandensis	0.6	0.1
Bacteria	2147	Acholeplasma laidlawii	0.5	0.3
Viruses	10509	Human mastadenovirus C	0.5	0.3
Bacteria	1269	Micrococcus luteus	0.5	0.1
Bacteria	323449	Pontibacter akesuensis	0.4	0.5

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	59753	Alcanivorax pacificus	0.8	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	48736	Ralstonia pickettii	0.4	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	57499	Kytococcus sedentarius	0.6	0.3
Bacteria	43668	Brachybacterium faecium	0.5	0.1
Bacteria	475	Moraxella osloensis	0.4	0.2
Bacteria	561	Escherichia coli	0.3	0.2
Bacteria	72763	Tessaracoccus flavescens	0.2	0.1
Bacteria	48736	Ralstonia pickettii	0.2	0.1
Bacteria	150247	Anoxybacillus flavithermus	0.2	0.1
Bacteria	570	Klebsiella pneumoniae	0.1	0.1
Bacteria	1654	Actinomyces naeslundii	0.1	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	40323	Stenotrophomonas maltophilia	0.4	0.3
Viruses	10358	Human betaherpesvirus 5	0.2	0.2
Viruses	687332	Torque teno mini virus 2	0.1	0.5

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Viruses	687331	Torque teno virus 16	0.2	0.2
Viruses	40272	Human herpesvirus 6	0.1	0.1
Bacteria	561	Escherichia coli	0.1	0.3
Viruses	10358	Human betaherpesvirus 5	0.0	0.0
Viruses	687332	Torque teno mini virus 2	0.0	0.1

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	1912216	Cutibacterium acnes	0.8	0.3
Bacteria	41275	Brevundimonas diminuta	0.1	0.1
Bacteria	561	Escherichia coli	0.1	0.2

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	561	Escherichia coli	0.2	0.4
Bacteria	286	Pseudomonas stutzeri	0.2	0.1
Viruses	1982251	Propionibacterium virus P105	0.1	0.0
Bacteria	41275	Brevundimonas diminuta	0.1	0.1
Viruses	10375	Human gammaherpesvirus 4	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1912216	Cutibacterium acnes	0.4	0.1
Bacteria	561	Escherichia coli	0.2	0.3
Bacteria	1269	Micrococcus luteus	0.1	0.1
Viruses	1921544	Pseudomonas virus 73	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	475	Moraxella osloensis	0.7	0.2
Viruses	10509	Human mastadenovirus C	0.2	0.1
Bacteria	48736	Ralstonia pickettii	0.2	0.2
Viruses	687331	Torque teno virus 5	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1847725	Lawsonella clevelandensis	0.1	0.3
Bacteria	48736	Ralstonia pickettii	0.1	0.1
Bacteria	475	Moraxella osloensis	0.1	0.1
Bacteria	561	Escherichia coli	0.1	0.5
Viruses	1982239	Pseudomonas virus PaMx25	0.0	0.0
Viruses	1623282	Mycobacterium virus Brujita	0.0	0.0
Viruses	1982251	Propionibacterium virus MrAK	0.0	0.0
Viruses	1511911	Primate tetraparvovirus 1	0.0	0.0
Viruses	680287	Staphylococcus phage St 134	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	10509	Human mastadenovirus C	0.4	0.2
Bacteria	283	Comamonas testosteroni	0.2	0.1
Bacteria	586	Providencia stuartii	0.1	0.8
Viruses	140568	Garlic virus A	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1912216	Cutibacterium acnes	0.2	0.1
Bacteria	613	Serratia marcescens	0.2	0.4
Bacteria	1301	Streptococcus pneumoniae	0.1	0.1
Bacteria	222	Achromobacter xylosoxidans	0.1	0.1
Bacteria	586	Providencia stuartii	0.1	0.4

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	590	Salmonella enterica	0.6	1.1

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	337004	Microcella alkaliphila	0.8	0.2

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	150022	Finegoldia magna	0.8	0.6
Bacteria	120652	Methylocella silvestris	0.5	0.7
Bacteria	590	Salmonella enterica	0.4	3.0
Viruses	10509	Human mastadenovirus C	0.4	0.1

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	475	Moraxella osloensis	0.9	0.2
Bacteria	1847725	Lawsonella clevelandensis	0.4	0.4
Bacteria	642	Aeromonas hydrophila	0.3	0.1
Bacteria	469	Acinetobacter johnsonii	0.3	0.1
Bacteria	1298	Deinococcus puniceus	0.2	0.1
Bacteria	590	Salmonella enterica	0.1	0.1

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	53457	Janibacter indicus	0.7	0.1
Bacteria	83618	Pseudoxanthomonas suwonensis	0.5	0.1
Bacteria	48736	Ralstonia pickettii	0.5	0.3

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	590	Salmonella enterica	0.9	0.6
Bacteria	561	Escherichia coli	0.3	0.6
Bacteria	48736	Ralstonia pickettii	0.3	0.1
Bacteria	53457	Janibacter indicus	0.3	0.1
Bacteria	83618	Pseudoxanthomonas suwonensis	0.2	0.1
Bacteria	469	Acinetobacter johnsonii	0.2	0.0
Bacteria	1839	Nocardioides dokdonensis	0.2	0.1
Bacteria	265	Paracoccus yeei	0.2	0.1
Bacteria	475	Moraxella osloensis	0.2	0.1
Bacteria	1654	Actinomyces oris	0.1	0.1
Viruses	687332	TTV-like mini virus	0.0	0.0
Viruses	687331	Torque teno virus 16	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	110456	Escherichia virus T7	0.4	0.1
Bacteria	48736	Ralstonia pickettii	0.2	0.6

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	561	Escherichia coli	0.2	0.7
Bacteria	48736	Ralstonia pickettii	0.1	0.1
Viruses	1891714	Human polyomavirus 4	0.0	0.0
Viruses	1983735	Mycobacterium virus Phayonce	0.0	0.0
Viruses	346673	Emiliania huxleyi virus 86	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	83618	Pseudoxanthomonas suwonensis	0.7	0.3
Bacteria	57499	Kytococcus sedentarius	0.6	0.2
Bacteria	475	Moraxella osloensis	0.6	0.2
Bacteria	1073	Rhodopseudomonas palustris	0.3	0.1
Bacteria	34072	Variovorax paradoxus	0.2	0.1
Bacteria	561	Escherichia coli	0.2	0.3
Bacteria	72763	Tessaracoccus flavescens	0.2	0.1
Bacteria	570	Klebsiella pneumoniae	0.1	0.1
Bacteria	318147	Paucibacter sp. KCTC 42545	0.1	0.1

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	1912216	Cutibacterium acnes	0.7	0.8
Bacteria	40323	Stenotrophomonas maltophilia	0.6	0.2

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	561	Escherichia coli	0.2	0.4
Bacteria	1912216	Cutibacterium acnes	0.2	0.1
Viruses	687332	TTV-like mini virus	0.0	0.0
Viruses	140410	Stenotrophomonas phage Smp131	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	186789	Escherichia virus P1	0.5	0.4
Bacteria	581	Morganella morganii	0.4	0.1
Bacteria	586	Providencia stuartii	0.4	9.8
Bacteria	413496	Cronobacter sakazakii	0.3	1.3

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	413496	Cronobacter sakazakii	0.4	8.2
Bacteria	1912216	Cutibacterium acnes	0.3	0.1
Bacteria	1763	Mycobacterium abscessus	0.1	0.1
Bacteria	586	Providencia stuartii	0.1	5.7
Bacteria	57493	Kocuria palustris	0.1	0.1
Bacteria	581	Morganella morganii	0.1	1.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	2005363	Auricoccus indicus	0.7	0.3

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	233191	Caldilinea aerophila	0.1	0.1
Viruses	1982590	Pseudomonas virus R18	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1912216	Cutibacterium acnes	0.6	0.2
Bacteria	1269	Micrococcus luteus	0.4	0.2
Bacteria	57493	Kocuria palustris	0.3	0.2
Bacteria	233191	Caldilinea aerophila	0.1	0.1
Bacteria	561	Escherichia coli	0.1	0.1
Bacteria	286	Pseudomonas aeruginosa	0.1	0.1
Viruses	1623281	Mycobacterium virus Ramsey	0.0	0.0
Viruses	1982251	Propionibacterium virus P105	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1269	Micrococcus luteus	0.4	0.4
Bacteria	590	Salmonella enterica	0.2	36.8
Bacteria	561	Escherichia coli	0.2	17.3

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	222	Achromobacter xylosoxidans	0.3	0.1
Bacteria	570	Klebsiella pneumoniae	0.3	0.1
Bacteria	547	Enterobacter cloacae	0.2	0.1
Bacteria	379	Rhizobium sp. NT-26	0.2	0.1
Bacteria	590	Salmonella enterica	0.1	0.1

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	10509	Human mastadenovirus C	0.2	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1912216	Cutibacterium acnes	0.3	0.2
Bacteria	561	Escherichia coli	0.2	0.1

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	40323	Stenotrophomonas maltophilia	0.5	0.2
Viruses	687331	Torque teno virus 3	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	40323	Stenotrophomonas maltophilia	0.7	0.3
Bacteria	1912216	Cutibacterium acnes	0.2	0.1
Bacteria	561	Escherichia coli	0.2	0.2
Viruses	10358	Human betaherpesvirus 5	0.0	0.0
Viruses	687332	TTV-like mini virus	0.0	0.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	53457	Janibacter indicus	0.8	0.1
Bacteria	547	Enterobacter cloacae	0.5	0.2

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	547	Enterobacter cloacae	0.4	0.2
Bacteria	561	Escherichia coli	0.4	1.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	10509	Human mastadenovirus C	0.2	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	561	Escherichia coli	0.2	0.2
Bacteria	1912216	Cutibacterium acnes	0.1	0.1

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	2005363	Auricoccus indicus	0.7	0.7

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	233191	Caldilinea aerophila	0.1	0.1
