
RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	1982239	Pseudomonas virus PaMx25	0.0	0.0	100.0	0.0	0.0	0.0



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	-200	uncultured bacterium	170.1	36.0
Bacteria	447237	Frondihabitans sp. PAMC 28766	137.4	2.7
Bacteria	1912216	Cutibacterium acnes	106.5	174.6
Bacteria	32207	Rothia mucilaginosa	90.9	0.1
Bacteria	149698	Massilia putida	59.1	3.5
Bacteria	561	Escherichia coli	58.3	97.1
Bacteria	88138	Modestobacter marinus	51.2	9.1
Bacteria	38501	Blastococcus saxobsidens	30.9	0.6
Bacteria	1269	Micrococcus luteus	20.3	4.2
Bacteria	242605	Luteibacter rhizovicinus	17.6	2.1
Bacteria	13687	Sphingomonas taxi	15.5	0.9
Bacteria	392733	Terriglobus roseus	15.0	4.4
Bacteria	1839	Nocardioides sp. JS614	14.6	0.1
Bacteria	469	Acinetobacter johnsonii	13.2	0.3
Bacteria	2034	Curtobacterium sp. 9128	11.5	0.1
Bacteria	590	Salmonella enterica	10.9	44.3
Bacteria	407	Methylobacterium aquaticum	8.6	0.7
Bacteria	475	Moraxella osloensis	8.4	1.3
Bacteria	303379	Herminiimonas arsenicoxydans	8.3	0.1
Bacteria	1301	Streptococcus thermophilus	7.2	2.7

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1912216	Cutibacterium acnes	22.3	7.8
Bacteria	57493	Kocuria palustris	13.2	7.2
Bacteria	1301	Streptococcus pneumoniae	10.0	5.7
Bacteria	1269	Micrococcus luteus	7.0	3.3
Bacteria	1763	Mycobacterium sp. YC-RL4	5.9	0.2
Bacteria	265	Paracoccus yeei	3.4	2.7
Bacteria	233191	Caldilinea aerophila	3.3	6.2
Bacteria	40323	Stenotrophomonas maltophilia	3.3	1.4
Bacteria	48736	Ralstonia pickettii	3.2	2.0
Bacteria	286	Pseudomonas stutzeri	3.0	1.3
Bacteria	53457	Janibacter indicus	3.0	1.3
Bacteria	475	Moraxella osloensis	2.7	0.8
Bacteria	83461	Corallococcus coralloides	2.6	2.7
Bacteria	590	Salmonella enterica	1.9	1.4
Bacteria	1839	Nocardioides sp. JS614	1.8	0.0
Bacteria	265976	Serinicoccus sp. JLT9	1.8	0.4
Bacteria	171436	Tistrella mobilis	1.6	1.7
Bacteria	-200	uncultured bacterium	1.4	0.6
Bacteria	83618	Pseudoxanthomonas suwonensis	1.4	0.5
Bacteria	13687	Sphingomonas melonis	1.3	0.2

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	-200	uncultured bacterium	1.4	0.6	-0.5	170.1	36.0	-0.1
Bacteria	1912216	Cutibacterium acnes	22.3	7.8	-0.2	106.5	174.6	0.2
Bacteria	561	Escherichia coli	0.3	0.8	-0.1	58.3	97.1	0.0
Bacteria	88138	Modestobacter marinus	0.7	0.1	-0.3	51.2	9.1	4.9
Bacteria	38501	Blastococcus saxobsidens	0.9	0.3	-0.3	30.9	0.6	3.1
Bacteria	1269	Micrococcus luteus	7.0	3.3	-0.2	20.3	4.2	-0.1
Bacteria	242605	Luteibacter rhizovicinus	0.1	0.1	-0.1	17.6	2.1	1.4
Bacteria	13687	Sphingomonas taxi	1.3	0.2	-0.3	15.5	0.9	0.7
Bacteria	469	Acinetobacter johnsonii	0.9	0.1	-0.2	13.2	0.3	-0.1
Bacteria	590	Salmonella enterica	1.9	1.4	0.2	10.9	44.3	2.3
Bacteria	407	Methylobacterium aquaticum	0.5	0.1	-0.3	8.6	0.7	-0.1
Bacteria	475	Moraxella osloensis	2.7	0.8	-0.2	8.4	1.3	-0.2
Bacteria	1301	Streptococcus thermophilus	10.0	5.7	-0.2	7.2	2.7	-0.0
Bacteria	1847725	Lawsonella clevelandensis	0.1	0.2	-0.2	6.6	0.5	-0.1
Bacteria	57493	Kocuria rhizophila	13.2	7.2	0.0	6.2	0.6	-0.1
Bacteria	40323	Stenotrophomonas maltophilia	3.3	1.4	-0.3	5.1	2.6	-0.3
Bacteria	1716	Corynebacterium ureicelerivorans	1.3	0.2	-0.3	5.1	0.3	-0.0
Bacteria	2044	Pimelobacter simplex	1.1	0.2	-0.0	4.6	0.1	0.9
Bacteria	265976	Serinicoccus sp. JLT9	1.8	0.4	-0.0	4.3	0.3	0.2
Bacteria	547	Enterobacter cloacae	0.5	0.1	-0.1	4.1	0.8	-0.1



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	547	Enterobacter hormaechei	99.8	11.2
Bacteria	1578	Lactobacillus crispatus	36.5	21.2
Bacteria	544	Citrobacter freundii	36.4	4.6
Bacteria	561	Escherichia coli	34.3	83.2
Bacteria	-200	uncultured bacterium	26.0	5.5
Bacteria	1912216	Cutibacterium acnes	14.7	14.2
Bacteria	590	Salmonella enterica	7.4	26.9
Bacteria	40323	Stenotrophomonas maltophilia	4.3	1.9
Bacteria	222	Achromobacter xylosoxidans	4.1	0.6
Bacteria	1269	Micrococcus luteus	3.9	1.7
Bacteria	1330546	Pluralibacter gergoviae	3.1	0.3
Bacteria	475	Moraxella osloensis	3.0	0.9
Bacteria	469	Acinetobacter johnsonii	2.7	0.5
Bacteria	848	Fusobacterium nucleatum	2.3	2.6
Bacteria	80865	Delftia acidovorans	2.1	0.8
Bacteria	265	Paracoccus contaminans	1.9	0.1
Bacteria	570	Klebsiella pneumoniae	1.7	15.3
Bacteria	57499	Kytococcus sedentarius	1.5	0.3
Bacteria	57493	Kocuria palustris	1.3	0.7
Bacteria	1301	Streptococcus mitis	1.3	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	547	Enterobacter hormaechei	763.3	80.3
Bacteria	544	Citrobacter freundii	231.1	27.1
Bacteria	561	Escherichia coli	14.8	80.6
Bacteria	1330546	Pluralibacter gergoviae	14.6	2.7
Bacteria	590	Salmonella enterica	10.5	43.6
Bacteria	570	Klebsiella pneumoniae	6.5	44.3
Bacteria	-200	uncultured bacterium	5.1	6.1
Bacteria	1386	Bacillus subtilis	4.5	0.0
Bacteria	413496	Cronobacter sakazakii	1.7	2.2
Bacteria	40323	Stenotrophomonas maltophilia	1.0	0.4
Viruses	186765	Escherichia phage HK639	0.9	0.1
Bacteria	-200000543	Enterobacteriaceae bacterium bta3-1	0.9	0.0
Bacteria	160674	Raoultella ornithinolytica	0.7	0.8
Bacteria	1330547	Kosakonia radicincitans	0.7	0.2
Bacteria	53335	Pantoea agglomerans	0.6	0.2
Bacteria	83654	Leclercia adecarboxylata	0.4	3.0
Bacteria	613	Serratia marcescens	0.4	1.9
Bacteria	620	Shigella sp. MO17	0.3	0.1
Bacteria	29487	Photorhabdus luminescens	0.3	0.9
Bacteria	551	Erwinia tasmaniensis	0.2	0.1

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	547	Enterobacter hormaechei	763.3	80.3	99.0	99.8	11.2	13.9
Bacteria	544	Citrobacter freundii	231.1	27.1	54.3	36.4	4.6	8.3
Bacteria	561	Escherichia coli	14.8	80.6	-0.1	34.3	83.2	-0.0
Bacteria	-200	uncultured bacterium	5.1	6.1	-0.5	26.0	5.5	-0.4
Bacteria	1912216	Cutibacterium acnes	0.2	0.1	-0.2	14.7	14.2	-0.2
Bacteria	590	Salmonella enterica	10.5	43.6	2.2	7.4	26.9	1.5
Bacteria	40323	Stenotrophomonas maltophilia	1.0	0.4	-0.3	4.3	1.9	-0.3
Bacteria	1330546	Pluralibacter gergoviae	14.6	2.7	46.6	3.1	0.3	9.6
Bacteria	469	Acinetobacter johnsonii	0.1	2.6	-0.1	2.7	0.5	-0.2
Bacteria	570	Klebsiella pneumoniae	6.5	44.3	-0.1	1.7	15.3	-0.3
Viruses	10509	Human mastadenovirus C	0.0	0.0	0.0	0.5	0.2	0.7
Bacteria	286	Pseudomonas stutzeri	0.1	0.2	-0.3	0.5	0.3	-0.4
Bacteria	53457	Janibacter indicus	0.1	0.1	100.0	0.4	0.1	100.0
Bacteria	413496	Cronobacter sakazakii	1.7	2.2	3.6	0.3	1.2	0.5
Viruses	333922	Betapapillomavirus 2	0.0	0.0	0.0	0.3	0.3	18.3
Bacteria	620	Shigella flexneri	0.3	0.1	100.0	0.2	0.8	-0.3
Bacteria	551	Erwinia tasmaniensis	0.2	0.1	7.7	0.1	9.0	0.3
Bacteria	29487	Photorhabdus luminescens	0.3	0.9	27.6	0.1	2.6	5.2
Bacteria	53335	Pantoea agglomerans	0.6	0.2	0.3	0.1	7.1	0.1
Bacteria	583	Proteus mirabilis	0.1	1.7	-0.0	0.1	0.2	0.0



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	-200	uncultured bacterium	69.6	18.8
Bacteria	561	Escherichia coli	65.9	102.5
Bacteria	1912216	Cutibacterium acnes	33.7	57.3
Bacteria	590	Salmonella enterica	9.0	38.6
Bacteria	40323	Stenotrophomonas maltophilia	6.4	3.0
Bacteria	222	Achromobacter xylosoxidans	6.3	0.5
Bacteria	469	Acinetobacter johnsonii	5.6	0.5
Bacteria	547	Enterobacter cloacae	5.0	0.6
Bacteria	1298	Deinococcus gobiensis	4.1	0.1
Bacteria	407	Methylobacterium aquaticum	4.0	1.0
Bacteria	1847725	Lawsonella clevelandensis	3.5	0.1
Bacteria	80865	Delftia acidovorans	2.8	0.8
Bacteria	1269	Micrococcus luteus	2.6	0.1
Bacteria	1234	Nitrospira moscoviensis	2.4	1.1
Bacteria	1716	Corynebacterium ureicelerivorans	2.0	0.1
Bacteria	13687	Sphingomonas sp. MM-1	1.8	0.2
Bacteria	1696	Brevibacterium linens	1.7	0.1
Bacteria	1301	Streptococcus sanguinis	1.5	0.1
Bacteria	1279	Staphylococcus epidermidis	1.3	0.5
Bacteria	724	Haemophilus parainfluenzae	1.2	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	286	Pseudomonas aeruginosa	1043.1	417.2
Bacteria	1912216	Cutibacterium acnes	497.6	171.7
Bacteria	590	Salmonella enterica	288.0	183.9
Bacteria	475	Moraxella osloensis	282.4	56.1
Bacteria	1269	Micrococcus luteus	191.5	75.5
Bacteria	1763	Mycobacterium sp. YC-RL4	101.4	3.8
Bacteria	222	Achromobacter xylosoxidans	91.0	11.0
Bacteria	469	Acinetobacter johnsonii	90.1	14.6
Bacteria	233191	Caldilinea aerophila	83.3	136.5
Bacteria	265	Paracoccus yeei	79.5	39.2
Bacteria	265976	Serinicoccus sp. JLT9	79.0	9.7
Bacteria	57493	Kocuria turfanensis	67.5	4.2
Bacteria	32	Myxococcus fulvus	63.4	43.6
Bacteria	1716	Corynebacterium timonense	61.4	55.2
Bacteria	40323	Stenotrophomonas maltophilia	60.9	30.3
Bacteria	1839	Nocardioides dokdonensis	56.0	22.4
Bacteria	149698	Massilia sp. WG5	54.9	0.5
Bacteria	1279	Staphylococcus epidermidis	47.0	10.8
Bacteria	283	Comamonas aquatica	46.9	41.6
Bacteria	53457	Janibacter indicus	46.1	12.1

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	-200	uncultured bacterium	36.8	19.3	-0.4	69.6	18.8	-0.3
Bacteria	561	Escherichia coli	6.6	11.2	-0.1	65.9	102.5	0.1
Bacteria	1912216	Cutibacterium acnes	497.6	171.7	1.6	33.7	57.3	-0.1
Bacteria	590	Salmonella enterica	288.0	183.9	67.6	9.0	38.6	1.9
Bacteria	40323	Stenotrophomonas maltophilia	60.9	30.3	-0.2	6.4	3.0	-0.3
Bacteria	222	Achromobacter xylosoxidans	91.0	11.0	0.4	6.3	0.5	-0.3
Bacteria	469	Acinetobacter johnsonii	90.1	14.6	0.1	5.6	0.5	-0.2
Bacteria	547	Enterobacter cloacae	20.2	13.0	0.2	5.0	0.6	-0.1
Bacteria	1298	Deinococcus gobiensis	4.2	1.0	2.1	4.1	0.1	2.2
Bacteria	407	Methylobacterium aquaticum	10.1	2.7	-0.3	4.0	1.0	-0.2
Bacteria	1847725	Lawsonella clevelandensis	1.5	6.2	-0.2	3.5	0.1	-0.2
Bacteria	80865	Delftia tsuruhatensis	4.3	0.3	-0.1	2.8	0.8	-0.4
Bacteria	1269	Micrococcus luteus	191.5	75.5	1.0	2.6	0.1	-0.2
Bacteria	1234	Nitrospira moscoviensis	0.5	0.6	2.3	2.4	1.1	3.8
Bacteria	1716	Corynebacterium timonense	61.4	55.2	15.2	2.0	0.1	-0.2
Bacteria	13687	Sphingomonas melonis	16.8	2.8	-0.1	1.8	0.2	-0.1
Bacteria	1696	Brevibacterium linens	9.5	5.3	0.3	1.7	0.1	-0.1
Bacteria	1301	Streptococcus mitis	10.3	3.5	-0.1	1.5	0.1	-0.2
Bacteria	1279	Staphylococcus epidermidis	47.0	10.8	-0.0	1.3	0.5	-0.3
Bacteria	570	Klebsiella pneumoniae	11.0	8.2	0.1	1.2	7.2	-0.3



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	561	Escherichia coli	74.3	113.1
Bacteria	1912216	Cutibacterium acnes	68.8	67.2
Bacteria	-200	uncultured bacterium	67.1	16.2
Bacteria	57493	Kocuria turfanensis	30.5	0.7
Bacteria	469	Acinetobacter johnsonii	13.8	1.6
Bacteria	475	Moraxella osloensis	10.8	2.9
Bacteria	38501	Blastococcus saxobsidens	10.8	0.4
Bacteria	590	Salmonella enterica	10.4	46.5
Bacteria	1847725	Lawsonella clevelandensis	9.7	0.9
Bacteria	1269	Micrococcus luteus	7.4	4.1
Bacteria	265976	Serinicoccus sp. JLT9	7.2	0.3
Bacteria	332248	Truepera radiovictrix	6.2	0.9
Bacteria	222	Achromobacter xylosoxidans	5.9	1.0
Bacteria	40323	Stenotrophomonas maltophilia	5.5	2.5
Bacteria	547	Enterobacter cloacae	5.5	0.8
Bacteria	32207	Rothia mucilaginosa	5.1	0.2
Bacteria	1678	Bifidobacterium adolescentis	4.6	13.0
Bacteria	88138	Modestobacter marinus	4.3	1.1
Bacteria	1860	Geodermatophilus obscurus	4.1	0.6
Bacteria	1372	Planococcus rifietoensis	3.9	2.5

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	57493	Kocuria turfanensis	2373.4	306.3
Bacteria	1912216	Cutibacterium acnes	1399.8	480.8
Bacteria	38501	Blastococcus saxobsidens	570.0	172.4
Bacteria	1860	Geodermatophilus obscurus	291.8	65.1
Bacteria	1763	Mycobacterium sp. YC-RL4	276.8	8.0
Bacteria	332248	Truepera radiovictrix	225.8	661.7
Bacteria	233191	Caldilinea aerophila	217.4	388.2
Bacteria	88138	Modestobacter marinus	202.3	22.1
Bacteria	67575	Rheinheimera sp. F8	162.7	64.1
Bacteria	286	Pseudomonas stutzeri	160.3	73.9
Bacteria	1269	Micrococcus luteus	107.5	47.3
Bacteria	48736	Ralstonia pickettii	93.9	51.0
Bacteria	475	Moraxella osloensis	89.0	24.6
Bacteria	469	Acinetobacter johnsonii	84.4	12.5
Bacteria	1298	Deinococcus geothermalis	82.0	32.5
Bacteria	40323	Stenotrophomonas maltophilia	68.5	35.9
Bacteria	171436	Tistrella mobilis	67.4	66.5
Bacteria	294702	Proteiniphilum saccharofermentans	61.8	19.6
Bacteria	125216	Roseomonas gilardii	58.4	14.5
Bacteria	73918	Thermaerobacter marianensis	57.1	12.2

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	561	Escherichia coli	19.8	27.8	-0.1	74.3	113.1	0.1
Bacteria	1912216	Cutibacterium acnes	1399.8	480.8	4.9	68.8	67.2	0.0
Bacteria	-200	uncultured bacterium	55.6	23.3	-0.4	67.1	16.2	-0.3
Bacteria	57493	Kocuria turfanensis	2373.4	306.3	54.1	30.5	0.7	0.5
Bacteria	469	Acinetobacter johnsonii	84.4	12.5	0.1	13.8	1.6	-0.1
Bacteria	475	Moraxella osloensis	89.0	24.6	0.1	10.8	2.9	-0.1
Bacteria	38501	Blastococcus saxobsidens	570.0	172.4	64.5	10.8	0.4	0.9
Bacteria	590	Salmonella enterica	1.0	3.8	-0.0	10.4	46.5	2.2
Bacteria	1847725	Lawsonella clevelandensis	4.1	16.4	-0.1	9.7	0.9	-0.1
Bacteria	1269	Micrococcus luteus	107.5	47.3	0.5	7.4	4.1	-0.2
Bacteria	265976	Serinicoccus sp. JLT9	46.0	6.5	3.6	7.2	0.3	0.4
Bacteria	332248	Truepera radiovictrix	225.8	661.7	21.0	6.2	0.9	0.4
Bacteria	222	Achromobacter xylosoxidans	14.3	1.5	-0.2	5.9	1.0	-0.3
Bacteria	547	Enterobacter cloacae	6.0	3.1	-0.0	5.5	0.8	-0.1
Bacteria	40323	Stenotrophomonas maltophilia	68.5	35.9	-0.1	5.5	2.5	-0.3
Bacteria	32207	Rothia mucilaginosa	7.3	1.6	-0.0	5.1	0.2	-0.1
Bacteria	1678	Bifidobacterium thermophilum	2.6	0.2	2.5	4.6	13.0	6.5
Bacteria	88138	Modestobacter marinus	202.3	22.1	20.6	4.3	1.1	0.1
Bacteria	1860	Geodermatophilus obscurus	291.8	65.1	42.3	4.1	0.6	0.3
Bacteria	1372	Planococcus rifietoensis	5.1	1.9	0.5	3.9	2.5	0.3



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	561	Escherichia coli	81.4	176.6
Bacteria	-200	uncultured bacterium	55.3	14.6
Bacteria	1912216	Cutibacterium acnes	41.7	42.0
Bacteria	469	Acinetobacter johnsonii	18.7	2.9
Bacteria	216851	Faecalibacterium prausnitzii	13.6	10.0
Bacteria	1269	Micrococcus luteus	11.8	1.0
Bacteria	40323	Stenotrophomonas maltophilia	10.6	3.9
Bacteria	32207	Rothia mucilaginosa	10.3	0.1
Bacteria	590	Salmonella enterica	9.6	35.9
Bacteria	724	[Haemophilus] ducreyi	8.2	0.2
Bacteria	1716	Corynebacterium ureicelerivorans	7.9	0.2
Bacteria	1301	Streptococcus mitis	7.7	1.0
Bacteria	2701	Gardnerella vaginalis	7.7	5.2
Bacteria	475	Moraxella osloensis	7.2	1.5
Bacteria	168808	Sneathia amnii	5.9	0.3
Bacteria	286	Pseudomonas putida	4.5	1.9
Bacteria	222	Achromobacter xylosoxidans	4.3	0.3
Bacteria	547	Enterobacter cloacae	4.3	0.6
Viruses	110456	Escherichia virus T7	3.9	1.6
Bacteria	1082930	Pelagibacterium halotolerans	3.8	0.5

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	286	Pseudomonas aeruginosa	112.4	47.9
Bacteria	1912216	Cutibacterium acnes	96.4	32.9
Bacteria	561	Escherichia coli	85.4	204.6
Viruses	153135	Murine leukemia virus	63.9	1.6
Bacteria	590	Salmonella enterica	34.7	28.7
