
RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	687332	TTV-like mini virus	0.4	0.8
Bacteria	81682	Methylovorus sp. MP688	0.1	0.0
Bacteria	106633	Thioalkalivibrio nitratireducens	0.1	0.0
Bacteria	69578	uncultured Cryobacterium sp.	0.1	0.0
Bacteria	-200084107	Coriobacteriaceae bacterium 68-1-3	0.1	0.0
Bacteria	32008	Burkholderia oklahomensis	0.1	0.0
Bacteria	522	Acidiphilium cryptum	0.1	0.0
Bacteria	1485	Clostridium beijerinckii	0.1	0.0
Bacteria	106589	Cupriavidus sp. USMAHM13	0.1	0.0
Bacteria	511678	Aliivibrio salmonicida	0.1	0.0
Bacteria	1188227	Gloeomargarita lithophora	0.1	0.0
Bacteria	44000	Caldicellulosiruptor kronotskyensis	0.1	0.0
Bacteria	300418	Catellicoccus marimammalium	0.1	0.0
Bacteria	-200186822	Paenibacillaceae bacterium GAS479	0.1	0.0

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Viruses	-200687329	Torque teno virus	41.1	28.5	99.0	41.1	28.5	99.0
Bacteria	1301	Streptococcus pneumoniae	10.5	8.0	14.5	10.5	8.0	14.5
Bacteria	1279	Staphylococcus warneri	8.2	1.4	4.7	8.2	1.4	4.7
Viruses	687331	Torque teno virus 16	3.9	1.7	100.0	3.9	1.7	100.0
Viruses	687332	TTV-like mini virus	0.4	0.8	91.9	0.4	0.8	91.9
Viruses	687333	Torque teno midi virus 1	0.0	0.0	100.0	0.0	0.0	0.0



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	447237	Frondihabitans sp. PAMC 28766	137.4	2.7
Bacteria	32207	Rothia mucilaginosa	90.9	0.1
Bacteria	149698	Massilia putida	59.1	3.5
Bacteria	88138	Modestobacter marinus	51.2	9.1
Bacteria	242605	Luteibacter rhizovicinus	17.6	2.1
Bacteria	13687	Sphingomonas taxi	15.5	0.9
Bacteria	392733	Terriglobus roseus	15.0	4.4
Bacteria	2034	Curtobacterium sp. 9128	11.5	0.1
Bacteria	303379	Herminiimonas arsenicoxydans	8.3	0.1
Bacteria	1301	Streptococcus thermophilus	7.2	2.7
Bacteria	57493	Kocuria rhizophila	6.2	0.6
Bacteria	337004	Microcella alkaliphila	5.7	3.8
Bacteria	682522	Ilumatobacter coccineus	4.0	0.4
Bacteria	33882	Microbacterium aurum	3.0	0.7
Bacteria	32008	Burkholderia sp. PAMC 26561	1.8	0.3
Bacteria	89966	Hymenobacter sp. PAMC 26554	1.7	0.1
Bacteria	1912217	Pseudopropionibacterium propionicum	1.6	0.2
Bacteria	162289	Peptoniphilus sp. ING2-D1G	1.5	0.5
Bacteria	914	Nitrosomonas ureae	1.4	1.1
Bacteria	1041	Erythrobacter litoralis	1.3	0.4

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	447237	Frondihabitans sp. PAMC 28766	137.4	2.7
Bacteria	32207	Rothia mucilaginosa	90.9	0.1
Bacteria	149698	Massilia putida	59.1	3.5
Bacteria	88138	Modestobacter marinus	51.2	9.1
Bacteria	191303	Turicibacter sp. H121	48.2	0.0
Bacteria	242605	Luteibacter rhizovicinus	17.6	2.1
Bacteria	13687	Sphingomonas taxi	15.5	0.9
Bacteria	392733	Terriglobus roseus	15.0	4.4
Bacteria	2034	Curtobacterium sp. 9128	11.5	0.1
Bacteria	46352	Agrococcus carbonis	8.5	0.0
Bacteria	1573	uncultured Clavibacter sp.	8.4	0.0
Bacteria	303379	Herminiimonas arsenicoxydans	8.3	0.1
Bacteria	1301	Streptococcus thermophilus	7.2	2.7
Bacteria	57493	Kocuria rhizophila	6.2	0.6
Bacteria	337004	Microcella alkaliphila	5.7	3.8
Bacteria	1716	Corynebacterium singulare	5.3	0.0
Bacteria	682522	Ilumatobacter coccineus	4.0	0.4
Bacteria	1278221	Auraticoccus monumenti	3.6	0.0
Bacteria	33882	Microbacterium aurum	3.0	0.7
Bacteria	28209	Chelatococcus daeguensis	2.9	0.0

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	447237	Frondihabitans sp. PAMC 28766	137.4	2.7	99.0	137.4	2.7	99.0
Bacteria	32207	Rothia mucilaginosa	90.9	0.1	23.7	90.9	0.1	23.7
Bacteria	149698	Massilia putida	59.1	3.5	16.1	59.1	3.5	16.1
Bacteria	88138	Modestobacter marinus	51.2	9.1	3.6	51.2	9.1	3.6
Bacteria	242605	Luteibacter rhizovicinus	17.6	2.1	8.8	17.6	2.1	8.8
Bacteria	13687	Sphingomonas taxi	15.5	0.9	3.1	15.5	0.9	3.1
Bacteria	392733	Terriglobus roseus	15.0	4.4	99.0	15.0	4.4	99.0
Bacteria	2034	Curtobacterium sp. 9128	11.5	0.1	99.0	11.5	0.1	99.0
Bacteria	303379	Herminiimonas arsenicoxydans	8.3	0.1	15.1	8.3	0.1	15.1
Bacteria	1301	Streptococcus thermophilus	7.2	2.7	18.8	7.2	2.7	18.8
Bacteria	57493	Kocuria rhizophila	6.2	0.6	3.5	6.2	0.6	3.5
Bacteria	337004	Microcella alkaliphila	5.7	3.8	4.6	5.7	3.8	4.6
Bacteria	682522	Ilumatobacter coccineus	4.0	0.4	3.5	4.0	0.4	3.5
Bacteria	33882	Microbacterium aurum	3.0	0.7	3.2	3.0	0.7	3.2
Bacteria	32008	Burkholderia sp. PAMC 26561	1.8	0.3	75.8	1.8	0.3	75.8
Bacteria	89966	Hymenobacter sp. PAMC 26554	1.7	0.1	5.3	1.7	0.1	5.3
Bacteria	1912217	Pseudopropionibacterium propionicum	1.6	0.2	2.8	1.6	0.2	2.8
Bacteria	162289	Peptoniphilus sp. ING2-D1G	1.5	0.5	2.4	1.5	0.5	2.4
Bacteria	914	Nitrosomonas ureae	1.4	1.1	2.7	1.4	1.1	2.7
Bacteria	1041	Erythrobacter litoralis	1.3	0.4	2.6	1.3	0.4	2.6



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	547	Enterobacter hormaechei	99.8	11.2
Bacteria	1578	Lactobacillus crispatus	36.5	21.2
Bacteria	544	Citrobacter freundii	36.4	4.6
Bacteria	1330546	Pluralibacter gergoviae	3.1	0.3
Bacteria	848	Fusobacterium nucleatum	2.3	2.6
Bacteria	59753	Alcanivorax xenomutans	0.7	0.1
Bacteria	40222	Methylophaga frappieri	0.3	1.6
Bacteria	40222	Methylophaga nitratireducenticrescens	0.3	0.3
Bacteria	413496	Cronobacter sakazakii	0.3	1.2
Viruses	333922	Betapapillomavirus 2	0.3	0.3
Bacteria	1883	Streptomyces anulatus	0.1	0.1
Bacteria	1263	uncultured Ruminococcus sp.	0.1	1.6
Bacteria	29487	Photorhabdus luminescens	0.1	2.6

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	547	Enterobacter hormaechei	99.8	11.2
Bacteria	1578	Lactobacillus crispatus	36.5	21.2
Bacteria	544	Citrobacter freundii	36.4	4.6
Bacteria	1330546	Pluralibacter gergoviae	3.1	0.3
Bacteria	848	Fusobacterium nucleatum	2.3	2.6
Bacteria	1158	Oscillatoria sp. CCAP 1459/26	0.7	0.0
Bacteria	59753	Alcanivorax xenomutans	0.7	0.1
Bacteria	1883	Streptomyces sp. RTd22	0.4	0.0
Bacteria	110932	Leifsonia sp. MN10-1	0.4	0.0
Bacteria	40222	Methylophaga nitratireducenticrescens	0.3	0.3
Viruses	333922	Betapapillomavirus 2	0.3	0.3
Bacteria	40222	Methylophaga frappieri	0.3	1.6
Bacteria	413496	Cronobacter sakazakii	0.3	1.2
Bacteria	620	Shigella sp. MO17	0.3	0.0
Bacteria	1569	Sporosarcina globispora	0.2	0.0
Bacteria	28231	Geobacter sulfurreducens	0.2	0.0
Bacteria	22	Shewanella xiamenensis	0.2	0.0
Bacteria	1330547	Kosakonia radicincitans	0.2	0.0
Bacteria	872	Desulfovibrio alaskensis	0.2	0.0
Bacteria	165696	Novosphingobium sp.	0.1	0.0

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	547	Enterobacter hormaechei	99.8	11.2	99.0	99.8	11.2	99.0
Bacteria	1578	Lactobacillus crispatus	36.5	21.2	17.7	36.5	21.2	17.7
Bacteria	544	Citrobacter freundii	36.4	4.6	99.0	36.4	4.6	99.0
Bacteria	1330546	Pluralibacter gergoviae	3.1	0.3	59.8	3.1	0.3	59.8
Bacteria	848	Fusobacterium nucleatum	2.3	2.6	6.0	2.3	2.6	6.0
Bacteria	59753	Alcanivorax xenomutans	0.7	0.1	10.8	0.7	0.1	10.8
Bacteria	40222	Methylophaga nitratireducenticrescens	0.3	0.3	4.4	0.3	1.6	4.0
Bacteria	413496	Cronobacter sakazakii	0.3	1.2	6.3	0.3	1.2	6.3
Viruses	333922	Betapapillomavirus 2	0.3	0.3	5.3	0.3	0.3	5.3
Bacteria	29487	Photorhabdus luminescens	0.1	2.6	2.3	0.1	2.6	2.3
Bacteria	1263	uncultured Ruminococcus sp.	0.1	1.6	3.8	0.1	1.6	3.8



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	1298	Deinococcus gobiensis	4.1	0.1
Bacteria	32067	Leptotrichia sp. oral taxon 212	1.2	0.1
Bacteria	1077265	Chthonomonas calidirosea	0.7	0.1
Viruses	1308858	Drosophila melanogaster sigmavirus	0.1	0.1
Viruses	2003394	Oryza sativa alphaendornavirus	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1298	Deinococcus maricopensis	7.2	0.0
Bacteria	1298	Deinococcus peraridilitoris	7.2	0.0
Bacteria	407	Methylobacterium sp. RIB1-11	6.0	0.0
Bacteria	57493	Kocuria rhizophila	5.7	0.0
Bacteria	1654	Actinomyces meyeri	5.6	0.0
Bacteria	81	Hyphomicrobium sp. MC1	2.2	0.0
Bacteria	57495	Dermacoccus nishinomiyaensis	2.1	0.0
Bacteria	32067	Leptotrichia sp. oral taxon 212	1.2	0.1
Bacteria	150203	Blastomonas sp. RAC04	1.1	0.0
Bacteria	1077265	Chthonomonas calidirosea	0.7	0.1
Bacteria	1508657	Ruminiclostridium sp. KB18	0.3	0.0
Bacteria	-200031957	uncultured Propionibacteriaceae bacterium	0.2	0.0
Bacteria	12916	Acidovorax sp. ALBL_202	0.2	0.0
Bacteria	-200000039	uncultured Archangiaceae bacterium	0.2	0.0
Bacteria	848	Fusobacterium periodonticum	0.2	0.0
Bacteria	33870	Coriobacterium glomerans	0.2	0.0
Bacteria	-200085016	uncultured Cellulomonadaceae bacterium	0.1	0.0
Bacteria	131079	Limnobacter litoralis	0.1	0.0
Bacteria	2737	uncultured Vagococcus sp.	0.1	0.0
Bacteria	2735	Verrucomicrobium spinosum	0.1	0.0

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	32067	Leptotrichia sp. oral taxon 212	1.2	0.1	3.9	1.2	0.1	3.9
Bacteria	1077265	Chthonomonas calidirosea	0.7	0.1	5.0	0.7	0.1	5.0
Viruses	1308858	Drosophila melanogaster sigmavirus	0.1	0.1	5.8	0.1	0.1	5.8
Viruses	2003394	Oryza sativa alphaendornavirus	0.1	0.1	5.8	0.1	0.1	5.8



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	57493	Kocuria turfanensis	30.5	0.7
Bacteria	332248	Truepera radiovictrix	6.2	0.9
Bacteria	1678	Bifidobacterium adolescentis	4.6	13.0
Bacteria	1372	Planococcus rifietoensis	3.9	2.5
Bacteria	1298	Deinococcus geothermalis	1.4	0.1
Bacteria	33057	Thauera humireducens	1.0	0.1
Bacteria	1386	Bacillus cereus	0.9	1.9
Bacteria	1742989	Glutamicibacter arilaitensis	0.9	0.1
Bacteria	1485	Clostridium perfringens	0.7	0.3
Bacteria	906	Megasphaera elsdenii	0.7	0.1
Bacteria	202907	Collimonas arenae	0.4	0.1
Bacteria	32008	Burkholderia pseudomallei	0.3	0.3
Bacteria	338	Xanthomonas arboricola	0.3	0.4
Bacteria	129957	Carboxydothermus hydrogenoformans	0.1	0.4
Bacteria	161492	Anaeromyxobacter dehalogenans	0.1	0.1
Bacteria	810	Chlamydia trachomatis	0.1	3.2
Bacteria	1434011	Komagataeibacter xylinus	0.1	0.5
Bacteria	1434011	Komagataeibacter nataicola	0.1	1.3
Viruses	1891714	Human polyomavirus 4	0.1	0.1
Bacteria	445	Legionella pneumophila	0.1	1.4

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	57493	Kocuria turfanensis	30.5	0.7
Bacteria	332248	Truepera radiovictrix	6.2	0.9
Bacteria	1678	Bifidobacterium adolescentis	4.6	13.0
Bacteria	1372	Planococcus rifietoensis	3.9	2.5
Bacteria	191769	Marinilactibacillus sp. 15R	3.9	0.0
Bacteria	125216	Roseomonas gilardii	3.7	0.0
Bacteria	1763	Mycobacterium sp. YC-RL4	3.5	0.0
Bacteria	1652133	Halobacteriovorax marinus	1.2	0.0
Bacteria	1663	Arthrobacter sp. ERGS1:01	1.2	0.0
Bacteria	33057	Thauera humireducens	1.0	0.1
Bacteria	152053	Starkeya sp. SL25	1.0	0.0
Bacteria	1742989	Glutamicibacter arilaitensis	0.9	0.1
Bacteria	1386	Bacillus cereus	0.9	1.9
Bacteria	1485	Clostridium perfringens	0.7	0.3
Bacteria	906	Megasphaera elsdenii	0.7	0.1
Bacteria	72173	Citromicrobium sp. JL477	0.7	0.0
Bacteria	1573	Clavibacter michiganensis	0.7	0.0
Bacteria	59732	Chryseobacterium gallinarum	0.7	0.0
Bacteria	114627	Alkaliphilus metalliredigens	0.6	0.0
Bacteria	65551	Meiothermus ruber	0.5	0.0

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	57493	Kocuria turfanensis	30.5	0.7	5.5	30.5	0.7	5.5
Bacteria	332248	Truepera radiovictrix	6.2	0.9	5.6	6.2	0.9	5.6
Bacteria	1678	Bifidobacterium adolescentis	4.6	13.0	5.1	4.6	13.0	5.1
Bacteria	1372	Planococcus rifietoensis	3.9	2.5	5.2	3.9	2.5	5.2
Bacteria	33057	Thauera humireducens	1.0	0.1	2.6	1.0	0.1	2.6
Bacteria	1742989	Glutamicibacter arilaitensis	0.9	0.1	2.9	0.9	0.1	2.9
Bacteria	1386	Bacillus cereus	0.9	1.9	2.3	0.9	1.9	2.3
Bacteria	1485	Clostridium perfringens	0.7	0.3	5.0	0.7	0.3	5.0
Bacteria	906	Megasphaera elsdenii	0.7	0.1	2.7	0.7	0.1	2.7
Bacteria	202907	Collimonas arenae	0.4	0.1	2.2	0.4	0.1	2.2
Bacteria	32008	Burkholderia pseudomallei	0.3	0.3	3.5	0.3	0.3	3.5
Bacteria	445	Legionella pneumophila	0.1	1.4	2.9	0.1	1.4	2.9
Bacteria	1434011	Komagataeibacter nataicola	0.1	1.3	2.2	0.1	0.5	4.5
Bacteria	810	Chlamydia trachomatis	0.1	3.2	2.5	0.1	3.2	2.5
Bacteria	2745	Halomonas sp. KO116	0.1	0.1	2.7	0.1	0.1	2.7
Bacteria	129957	Carboxydothermus hydrogenoformans	0.1	0.4	3.3	0.1	0.4	3.3
Bacteria	161492	Anaeromyxobacter dehalogenans	0.1	0.1	2.3	0.1	0.1	2.3
Viruses	1891714	Human polyomavirus 4	0.1	0.1	5.8	0.1	0.1	5.8



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	216851	Faecalibacterium prausnitzii	13.6	10.0
Bacteria	2701	Gardnerella vaginalis	7.7	5.2
Bacteria	1301	Streptococcus mitis	7.7	1.0
Bacteria	168808	Sneathia amnii	5.9	0.3
Bacteria	482	Neisseria meningitidis	3.0	1.6
Bacteria	72763	Tessaracoccus aquimaris	2.0	0.4
Bacteria	1637257	Mageeibacillus indolicus	1.0	0.2
Bacteria	171436	Tistrella mobilis	1.0	1.0
Bacteria	294702	Proteiniphilum saccharofermentans	0.9	0.2
Bacteria	133925	Olsenella sp. oral taxon 807	0.9	0.1
Bacteria	1524217	Labilithrix luteola	0.8	0.3
Bacteria	1678	Bifidobacterium longum	0.8	2.5
Bacteria	1158	Oscillatoria acuminata	0.6	0.6
Bacteria	1677050	Novibacillus thermophilus	0.6	0.2
Bacteria	970	Selenomonas sputigena	0.5	0.1
Bacteria	35798	Nitrosospira briensis	0.3	0.1
Bacteria	1873	Micromonospora zamorensis	0.2	0.1
Bacteria	195950	Tannerella forsythia	0.2	0.1
Bacteria	551	Erwinia amylovora	0.2	11.1
Bacteria	76632	Thermobacillus composti	0.2	0.2

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	216851	Faecalibacterium prausnitzii	13.6	10.0
Bacteria	1301	Streptococcus mitis	7.7	1.0
Bacteria	2701	Gardnerella vaginalis	7.7	5.2
Bacteria	168808	Sneathia amnii	5.9	0.3
Bacteria	482	Neisseria meningitidis	3.0	1.6
Bacteria	72763	Tessaracoccus aquimaris	2.0	0.4
Bacteria	1506553	[Clostridium] saccharolyticum	1.3	0.0
Bacteria	150247	Anoxybacillus gonensis	1.1	0.0
Bacteria	1637257	Mageeibacillus indolicus	1.0	0.2
Bacteria	171436	Tistrella mobilis	1.0	1.0
Bacteria	133925	Olsenella sp. oral taxon 807	0.9	0.1
Bacteria	294702	Proteiniphilum saccharofermentans	0.9	0.2
Bacteria	1380	Atopobium vaginae	0.8	0.0
Bacteria	1524217	Labilithrix luteola	0.8	0.3
Bacteria	1678	Bifidobacterium longum	0.8	2.5
Bacteria	906	Megasphaera elsdenii	0.7	0.0
Bacteria	1158	Oscillatoria acuminata	0.6	0.6
Bacteria	1677050	Novibacillus thermophilus	0.6	0.2
Viruses	153135	Murine leukemia virus	0.6	0.0
Bacteria	1663717	Herbinix luporum	0.5	0.0

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	216851	Faecalibacterium prausnitzii	13.6	10.0	5.8	13.6	10.0	5.8
Bacteria	1301	Streptococcus mitis	7.7	1.0	2.3	7.7	1.0	2.3
Bacteria	2701	Gardnerella vaginalis	7.7	5.2	3.7	7.7	5.2	3.7
Bacteria	168808	Sneathia amnii	5.9	0.3	5.8	5.9	0.3	5.8
Bacteria	482	Neisseria meningitidis	3.0	1.6	2.5	3.0	1.6	2.5
Bacteria	72763	Tessaracoccus aquimaris	2.0	0.4	4.4	2.0	0.4	4.4
Bacteria	1637257	Mageeibacillus indolicus	1.0	0.2	4.3	1.0	0.2	4.3
Bacteria	171436	Tistrella mobilis	1.0	1.0	2.4	1.0	1.0	2.4
Bacteria	133925	Olsenella sp. oral taxon 807	0.9	0.1	4.9	0.9	0.1	4.9
Bacteria	294702	Proteiniphilum saccharofermentans	0.9	0.2	3.0	0.9	0.2	3.0
Bacteria	1524217	Labilithrix luteola	0.8	0.3	3.4	0.8	0.3	3.4
Bacteria	1678	Bifidobacterium longum	0.8	2.5	3.2	0.8	2.5	3.2
Bacteria	1677050	Novibacillus thermophilus	0.6	0.2	2.1	0.6	0.2	2.1
Bacteria	1158	Oscillatoria acuminata	0.6	0.6	2.4	0.6	0.6	2.4
Bacteria	970	Selenomonas sputigena	0.5	0.1	4.4	0.5	0.1	4.4
Bacteria	35798	Nitrosospira briensis	0.3	0.1	3.7	0.3	0.1	3.7
Bacteria	195950	Tannerella forsythia	0.2	0.1	2.1	0.2	0.1	2.1
Bacteria	1873	Micromonospora zamorensis	0.2	0.1	2.2	0.2	0.1	2.2
Bacteria	551	Erwinia amylovora	0.2	11.1	4.8	0.2	11.1	4.8
Bacteria	76632	Thermobacillus composti	0.2	0.2	4.7	0.2	0.2	4.7



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	1279	Staphylococcus saprophyticus	39.3	5.6
Bacteria	1716	Corynebacterium ureicelerivorans	24.2	0.4
Bacteria	914	Nitrosomonas sp. Is79A3	21.8	0.2
Bacteria	724	[Haemophilus] ducreyi	13.6	1.7
Bacteria	242605	Luteibacter rhizovicinus	11.5	0.1
Bacteria	1350	Enterococcus faecium	5.4	2.9
Bacteria	13687	Sphingomonas sp. LM7	5.1	0.1
Bacteria	475	Moraxella catarrhalis	3.6	0.5
Bacteria	544	Citrobacter freundii	1.6	0.3
Viruses	11007	Saccharomyces cerevisiae virus L-A	1.3	1.1
Bacteria	816	Bacteroides fragilis	1.0	19.8
Bacteria	848	Fusobacterium nucleatum	1.0	2.7
Bacteria	2147	Acholeplasma laidlawii	0.9	0.6
Bacteria	107	Spirosoma linguale	0.9	0.1
Bacteria	1678	Bifidobacterium longum	0.6	4.3
Bacteria	374	Bradyrhizobium erythrophlei	0.5	0.1
Bacteria	1637	Listeria monocytogenes	0.3	5.1
Viruses	325455	Gammapapillomavirus 22	0.3	0.1
Bacteria	165696	Novosphingobium sp. PP1Y	0.3	8.2
Bacteria	1562	Desulfotomaculum ruminis	0.2	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1279	Staphylococcus saprophyticus	39.3	5.6
Bacteria	1716	Corynebacterium ureicelerivorans	24.2	0.4
Bacteria	914	Nitrosomonas sp. Is79A3	21.8	0.2
Bacteria	724	[Haemophilus] ducreyi	13.6	1.7
Bacteria	1298	Deinococcus puniceus	12.8	0.0
Bacteria	32207	Rothia mucilaginosa	12.6	0.0
Bacteria	242605	Luteibacter rhizovicinus	11.5	0.1
Bacteria	407	Methylobacterium sp. RIB1-11	5.5	0.0
Bacteria	1350	Enterococcus faecium	5.4	2.9
Bacteria	416	Methylomonas denitrificans	4.2	0.0
Bacteria	475	Moraxella catarrhalis	3.6	0.5
Bacteria	107	Spirosoma aerolatum	2.5	0.0
Bacteria	133	Methylocystis sp. SC2	2.1	0.0
Bacteria	544	Citrobacter freundii	1.6	0.3
Bacteria	482	Neisseria cinerea	1.5	0.0
Viruses	11007	Saccharomyces cerevisiae virus L-A	1.3	1.1
Bacteria	848	Fusobacterium nucleatum	1.0	2.7
Bacteria	816	Bacteroides fragilis	1.0	19.8
Bacteria	53335	Pantoea sp. PSNIH1	0.9	0.0
Bacteria	2147	Acholeplasma laidlawii	0.9	0.6

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	1279	Staphylococcus saprophyticus	39.3	5.6	5.8	39.3	5.6	5.8
Bacteria	1716	Corynebacterium ureicelerivorans	24.2	0.4	2.7	24.2	0.4	2.7
Bacteria	914	Nitrosomonas sp. Is79A3	21.8	0.2	5.8	21.8	0.2	5.8
Bacteria	724	[Haemophilus] ducreyi	13.6	1.7	3.1	13.6	1.7	3.1
Bacteria	242605	Luteibacter rhizovicinus	11.5	0.1	5.6	11.5	0.1	5.6
Bacteria	1350	Enterococcus faecium	5.4	2.9	4.6	5.4	2.9	4.6
Bacteria	475	Moraxella catarrhalis	3.6	0.5	4.7	3.6	0.5	4.7
Bacteria	544	Citrobacter freundii	1.6	0.3	4.1	1.6	0.3	4.1
Viruses	11007	Saccharomyces cerevisiae virus L-A	1.3	1.1	4.8	1.3	1.1	4.8
Bacteria	848	Fusobacterium nucleatum	1.0	2.7	2.2	1.0	2.7	2.2
Bacteria	816	Bacteroides fragilis	1.0	19.8	4.5	1.0	19.8	4.5
Bacteria	2147	Acholeplasma laidlawii	0.9	0.6	2.1	0.9	0.6	2.1
Bacteria	1678	Bifidobacterium longum	0.6	4.3	2.2	0.6	4.3	2.2
Bacteria	374	Bradyrhizobium erythrophlei	0.5	0.1	2.3	0.5	0.1	2.3
Bacteria	1637	Listeria monocytogenes	0.3	5.1	2.6	0.3	5.1	2.6
Viruses	325455	Gammapapillomavirus 22	0.3	0.1	5.8	0.3	0.1	5.8
Bacteria	65551	Meiothermus silvanus	0.2	0.2	2.5	0.2	0.2	2.5
Bacteria	1562	Desulfotomaculum ruminis	0.2	0.1	2.6	0.2	0.1	2.6
Bacteria	212790	Sulfurihydrogenibium azorense	0.2	0.2	2.4	0.2	0.2	2.4
Bacteria	375288	Parabacteroides merdae	0.2	0.9	3.3	0.2	0.9	3.3



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	12059	Enterovirus B	9.3	8.9
Bacteria	1578	Lactobacillus reuteri	5.0	0.5
Viruses	-200687329	Torque teno virus	0.3	0.1
Viruses	2003394	Oryza sativa alphaendornavirus	0.3	0.3

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
