
RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	687332	TTV-like mini virus	0.4	0.8
Bacteria	1817	Nocardia cyriacigeorgica	0.4	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Viruses	-200687329	Torque teno virus	41.1	28.5
Bacteria	1301	Streptococcus pneumoniae	10.5	8.0
Bacteria	1279	Staphylococcus warneri	8.2	1.4
Viruses	687331	Torque teno virus 16	3.9	1.7
Bacteria	361177	Altererythrobacter dongtanensis	1.4	1.0
Bacteria	379	Rhizobium sp. NT-26	1.2	0.2
Bacteria	1817	Nocardia farcinica	1.1	0.0
Bacteria	68	Lysobacter antibioticus	0.8	0.1
Bacteria	46352	Agrococcus carbonis	0.7	0.0
Bacteria	1060	Rhodobacter sphaeroides	0.7	0.1
Bacteria	1097466	Defluviimonas alba	0.6	0.1
Bacteria	1041	Erythrobacter litoralis	0.6	0.4
Bacteria	63132	Geitlerinema sp. PCC 7407	0.5	0.6
Bacteria	33882	Microbacterium chocolatum	0.5	0.2
Bacteria	75	Caulobacter vibrioides	0.5	0.1
Bacteria	12916	Acidovorax sp. KKS102	0.5	0.0
Bacteria	83614	Luteimonas sp. JM171	0.5	0.0
Bacteria	1525371	Neorhizobium galegae	0.5	0.1
Bacteria	1716	Corynebacterium callunae	0.5	0.0
Bacteria	122277	Pectobacterium carotovorum	0.5	0.4

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Viruses	-200687329	Torque teno virus	41.1	28.5	99.0	41.1	28.5	99.0
Bacteria	1301	Streptococcus pneumoniae	10.5	8.0	14.5	10.5	8.0	14.5
Bacteria	1279	Staphylococcus warneri	8.2	1.4	4.7	8.2	1.4	4.7
Viruses	687331	Torque teno virus 16	3.9	1.7	100.0	3.9	1.7	100.0
Bacteria	361177	Altererythrobacter dongtanensis	1.4	1.0	0.5	1.4	1.0	0.5
Bacteria	379	Rhizobium sp. NT-26	1.2	0.2	0.2	1.2	0.2	0.2
Bacteria	68	Lysobacter antibioticus	0.8	0.1	1.4	0.8	0.1	1.4
Bacteria	1060	Rhodobacter sphaeroides	0.7	0.1	0.3	0.7	0.1	0.3
Bacteria	1097466	Defluviimonas alba	0.6	0.1	0.1	0.6	0.1	0.1
Bacteria	1041	Erythrobacter litoralis	0.6	0.4	0.7	0.6	0.4	0.7
Bacteria	122277	Pectobacterium carotovorum	0.5	0.4	1.6	0.5	0.4	1.6
Bacteria	75	Caulobacter vibrioides	0.5	0.1	0.6	0.5	0.1	0.6
Bacteria	1525371	Neorhizobium galegae	0.5	0.1	0.3	0.5	0.1	0.3
Bacteria	33882	Microbacterium chocolatum	0.5	0.2	0.2	0.5	0.2	0.2
Bacteria	63132	Geitlerinema sp. PCC 7407	0.5	0.6	0.9	0.5	0.6	0.9
Bacteria	1111	Porphyrobacter sp. CACIAM 03H1	0.4	0.1	0.7	0.4	0.1	0.7
Bacteria	323413	Dokdonella koreensis	0.4	0.1	0.3	0.4	0.1	0.3
Bacteria	2053	Gordonia terrae	0.4	0.1	0.6	0.4	0.1	0.6
Bacteria	528	Ochrobactrum anthropi	0.4	0.1	0.2	0.4	0.1	0.2
Viruses	687332	TTV-like mini virus	0.4	0.8	91.9	0.4	0.8	91.9



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	447237	Frondihabitans sp. PAMC 28766	137.4	2.7
Bacteria	1912216	Cutibacterium acnes	106.5	174.6
Bacteria	32207	Rothia mucilaginosa	90.9	0.1
Bacteria	149698	Massilia putida	59.1	3.5
Bacteria	88138	Modestobacter marinus	51.2	9.1
Bacteria	38501	Blastococcus saxobsidens	30.9	0.6
Bacteria	1269	Micrococcus luteus	20.3	4.2
Bacteria	242605	Luteibacter rhizovicinus	17.6	2.1
Bacteria	13687	Sphingomonas taxi	15.5	0.9
Bacteria	392733	Terriglobus roseus	15.0	4.4
Bacteria	1839	Nocardioides sp. JS614	14.6	0.1
Bacteria	469	Acinetobacter johnsonii	13.2	0.3
Bacteria	2034	Curtobacterium sp. 9128	11.5	0.1
Bacteria	590	Salmonella enterica	10.9	44.3
Bacteria	407	Methylobacterium aquaticum	8.6	0.7
Bacteria	475	Moraxella osloensis	8.4	1.3
Bacteria	303379	Herminiimonas arsenicoxydans	8.3	0.1
Bacteria	1301	Streptococcus thermophilus	7.2	2.7
Bacteria	724	[Haemophilus] ducreyi	6.8	0.5
Bacteria	57493	Kocuria rhizophila	6.2	0.6

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	447237	Frondihabitans sp. PAMC 28766	137.4	2.7
Bacteria	1912216	Cutibacterium acnes	106.5	174.6
Bacteria	32207	Rothia mucilaginosa	90.9	0.1
Bacteria	149698	Massilia putida	59.1	3.5
Bacteria	88138	Modestobacter marinus	51.2	9.1
Bacteria	191303	Turicibacter sp. H121	48.2	0.0
Bacteria	38501	Blastococcus saxobsidens	30.9	0.6
Bacteria	1269	Micrococcus luteus	20.3	4.2
Bacteria	242605	Luteibacter rhizovicinus	17.6	2.1
Bacteria	13687	Sphingomonas taxi	15.5	0.9
Bacteria	392733	Terriglobus roseus	15.0	4.4
Bacteria	1839	Nocardioides sp. JS614	14.6	0.1
Bacteria	469	Acinetobacter johnsonii	13.2	0.3
Bacteria	2034	Curtobacterium sp. 9128	11.5	0.1
Bacteria	590	Salmonella enterica	10.9	44.3
Bacteria	407	Methylobacterium aquaticum	8.6	0.7
Bacteria	46352	Agrococcus carbonis	8.5	0.0
Bacteria	475	Moraxella osloensis	8.4	1.3
Bacteria	1573	uncultured Clavibacter sp.	8.4	0.0
Bacteria	303379	Herminiimonas arsenicoxydans	8.3	0.1

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	447237	Frondihabitans sp. PAMC 28766	137.4	2.7	99.0	137.4	2.7	99.0
Bacteria	1912216	Cutibacterium acnes	106.5	174.6	0.8	106.5	174.6	0.8
Bacteria	32207	Rothia mucilaginosa	90.9	0.1	23.7	90.9	0.1	23.7
Bacteria	149698	Massilia putida	59.1	3.5	16.1	59.1	3.5	16.1
Bacteria	88138	Modestobacter marinus	51.2	9.1	3.6	51.2	9.1	3.6
Bacteria	38501	Blastococcus saxobsidens	30.9	0.6	1.0	30.9	0.6	1.0
Bacteria	1269	Micrococcus luteus	20.3	4.2	0.9	20.3	4.2	0.9
Bacteria	242605	Luteibacter rhizovicinus	17.6	2.1	8.8	17.6	2.1	8.8
Bacteria	13687	Sphingomonas taxi	15.5	0.9	3.1	15.5	0.9	3.1
Bacteria	392733	Terriglobus roseus	15.0	4.4	99.0	15.0	4.4	99.0
Bacteria	1839	Nocardioides sp. JS614	14.6	0.1	0.5	14.6	0.1	0.5
Bacteria	469	Acinetobacter johnsonii	13.2	0.3	0.4	13.2	0.3	0.4
Bacteria	2034	Curtobacterium sp. 9128	11.5	0.1	99.0	11.5	0.1	99.0
Bacteria	590	Salmonella enterica	10.9	44.3	1.0	10.9	44.3	1.0
Bacteria	407	Methylobacterium aquaticum	8.6	0.7	1.7	8.6	0.7	1.7
Bacteria	475	Moraxella osloensis	8.4	1.3	0.9	8.4	1.3	0.9
Bacteria	303379	Herminiimonas arsenicoxydans	8.3	0.1	15.1	8.3	0.1	15.1
Bacteria	1301	Streptococcus thermophilus	7.2	2.7	18.8	7.2	2.7	18.8
Bacteria	724	[Haemophilus] ducreyi	6.8	0.5	1.1	6.8	0.5	1.1
Bacteria	57493	Kocuria rhizophila	6.2	0.6	3.5	6.2	0.6	3.5



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	547	Enterobacter hormaechei	99.8	11.2
Bacteria	1578	Lactobacillus crispatus	36.5	21.2
Bacteria	544	Citrobacter freundii	36.4	4.6
Bacteria	1330546	Pluralibacter gergoviae	3.1	0.3
Bacteria	848	Fusobacterium nucleatum	2.3	2.6
Bacteria	57499	Kytococcus sedentarius	1.5	0.3
Bacteria	59753	Alcanivorax xenomutans	0.7	0.1
Bacteria	1386	Bacillus subtilis	0.7	1.1
Bacteria	337004	Microcella alkaliphila	0.6	0.3
Bacteria	586	Providencia stuartii	0.5	4.6
Bacteria	357	Agrobacterium tumefaciens	0.5	0.2
Bacteria	1868332	Neomicrococcus aestuarii	0.5	0.5
Bacteria	323449	Pontibacter akesuensis	0.4	0.3
Bacteria	642	Aeromonas media	0.4	0.3
Bacteria	40222	Methylophaga nitratireducenticrescens	0.3	0.3
Bacteria	1111	Porphyrobacter sp. CACIAM 03H1	0.3	0.1
Bacteria	40222	Methylophaga frappieri	0.3	1.6
Bacteria	413496	Cronobacter sakazakii	0.3	1.2
Viruses	333922	Betapapillomavirus 2	0.3	0.3
Bacteria	1298	Deinococcus geothermalis	0.2	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	547	Enterobacter hormaechei	99.8	11.2
Bacteria	1578	Lactobacillus crispatus	36.5	21.2
Bacteria	544	Citrobacter freundii	36.4	4.6
Bacteria	1330546	Pluralibacter gergoviae	3.1	0.3
Bacteria	1298	Deinococcus puniceus	3.1	0.0
Bacteria	848	Fusobacterium nucleatum	2.3	2.6
Bacteria	57499	Kytococcus sedentarius	1.5	0.3
Bacteria	285107	Thioclava nitratireducens	1.2	0.0
Bacteria	33877	Agromyces aureus	0.8	0.0
Bacteria	482	Neisseria sicca	0.8	0.0
Bacteria	1386	Bacillus subtilis	0.7	1.1
Bacteria	518733	Microterricola viridarii	0.7	0.0
Bacteria	1158	Oscillatoria sp. CCAP 1459/26	0.7	0.0
Bacteria	59753	Alcanivorax xenomutans	0.7	0.1
Bacteria	32257	Kingella kingae	0.6	0.0
Bacteria	337004	Microcella alkaliphila	0.6	0.3
Bacteria	447237	Frondihabitans sp. PAMC 28766	0.5	0.0
Bacteria	357	Agrobacterium tumefaciens	0.5	0.2
Bacteria	586	Providencia stuartii	0.5	4.6
Bacteria	1868332	Neomicrococcus aestuarii	0.5	0.5

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	547	Enterobacter hormaechei	99.8	11.2	99.0	99.8	11.2	99.0
Bacteria	1578	Lactobacillus crispatus	36.5	21.2	17.7	36.5	21.2	17.7
Bacteria	544	Citrobacter freundii	36.4	4.6	99.0	36.4	4.6	99.0
Bacteria	1330546	Pluralibacter gergoviae	3.1	0.3	59.8	3.1	0.3	59.8
Bacteria	848	Fusobacterium nucleatum	2.3	2.6	6.0	2.3	2.6	6.0
Bacteria	57499	Kytococcus sedentarius	1.5	0.3	1.0	1.5	0.3	1.0
Bacteria	1386	Bacillus subtilis	0.7	1.1	0.7	0.7	1.1	0.7
Bacteria	59753	Alcanivorax xenomutans	0.7	0.1	10.8	0.7	0.1	10.8
Bacteria	337004	Microcella alkaliphila	0.6	0.3	0.1	0.6	0.3	0.1
Bacteria	357	Agrobacterium tumefaciens	0.5	0.2	0.1	0.5	0.2	0.1
Bacteria	586	Providencia stuartii	0.5	4.6	0.2	0.5	4.6	0.2
Bacteria	1868332	Neomicrococcus aestuarii	0.5	0.5	0.7	0.5	0.5	0.7
Bacteria	642	Aeromonas media	0.4	0.3	0.4	0.4	0.3	0.4
Bacteria	323449	Pontibacter akesuensis	0.4	0.3	0.2	0.4	0.3	0.2
Bacteria	413496	Cronobacter sakazakii	0.3	1.2	6.3	0.3	1.2	6.3
Viruses	333922	Betapapillomavirus 2	0.3	0.3	5.3	0.3	0.3	5.3
Bacteria	40222	Methylophaga nitratireducenticrescens	0.3	0.3	4.4	0.3	0.3	4.4
Bacteria	1111	Porphyrobacter sp. CACIAM 03H1	0.3	0.1	0.4	0.3	0.1	0.4
Bacteria	361177	Altererythrobacter epoxidivorans	0.2	0.1	0.1	0.2	0.1	0.1
Bacteria	64001	Nevskia ramosa	0.2	0.1	0.6	0.2	0.1	0.6



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	590	Salmonella enterica	9.0	38.6
Bacteria	547	Enterobacter cloacae	5.0	0.6
Bacteria	1298	Deinococcus gobiensis	4.1	0.1
Bacteria	407	Methylobacterium aquaticum	4.0	1.0
Bacteria	1234	Nitrospira moscoviensis	2.4	1.1
Bacteria	13687	Sphingomonas sp. MM-1	1.8	0.2
Bacteria	1696	Brevibacterium linens	1.7	0.1
Bacteria	1301	Streptococcus sanguinis	1.5	0.1
Bacteria	32067	Leptotrichia sp. oral taxon 212	1.2	0.1
Bacteria	85413	Bosea sp. AS-1	1.0	0.1
Bacteria	482	Neisseria meningitidis	1.0	2.4
Bacteria	1386	Bacillus subtilis	0.8	1.3
Bacteria	398041	Flavisolibacter tropicus	0.7	0.1
Bacteria	1678	Bifidobacterium adolescentis	0.7	6.8
Bacteria	1077265	Chthonomonas calidirosea	0.7	0.1
Bacteria	162289	Peptoniphilus sp. ING2-D1G	0.7	0.2
Bacteria	32207	Rothia dentocariosa	0.6	0.4
Bacteria	586	Providencia stuartii	0.6	4.3
Bacteria	53460	Nakamurella multipartita	0.5	0.1
Bacteria	165696	Novosphingobium resinovorum	0.5	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	590	Salmonella enterica	9.0	38.6
Bacteria	1298	Deinococcus maricopensis	7.2	0.0
Bacteria	1298	Deinococcus peraridilitoris	7.2	0.0
Bacteria	13687	Sphingomonas taxi	6.0	0.0
Bacteria	407	Methylobacterium sp. RIB1-11	6.0	0.0
Bacteria	57493	Kocuria rhizophila	5.7	0.0
Bacteria	1654	Actinomyces meyeri	5.6	0.0
Bacteria	547	Enterobacter cloacae	5.0	0.6
Bacteria	32207	Rothia mucilaginosa	4.7	0.0
Bacteria	89966	Hymenobacter sedentarius	4.0	0.0
Bacteria	724	[Haemophilus] ducreyi	3.9	0.0
Bacteria	1716	Corynebacterium singulare	2.8	0.0
Bacteria	279	Xanthobacter autotrophicus	2.7	0.0
Bacteria	1234	Nitrospira moscoviensis	2.4	1.1
Bacteria	81	Hyphomicrobium sp. MC1	2.2	0.0
Bacteria	57495	Dermacoccus nishinomiyaensis	2.1	0.0
Bacteria	165779	Anaerococcus prevotii	2.1	0.0
Bacteria	1696	Brevibacterium linens	1.7	0.1
Bacteria	1301	Streptococcus sanguinis	1.5	0.1
Bacteria	1743	Propionibacterium sp. oral taxon 193	1.3	0.0

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	590	Salmonella enterica	9.0	38.6	0.2	9.0	38.6	0.2
Bacteria	547	Enterobacter cloacae	5.0	0.6	1.2	5.0	0.6	1.2
Bacteria	1234	Nitrospira moscoviensis	2.4	1.1	0.6	2.4	1.1	0.6
Bacteria	1696	Brevibacterium linens	1.7	0.1	0.7	1.7	0.1	0.7
Bacteria	1301	Streptococcus sanguinis	1.5	0.1	0.7	1.5	0.1	0.7
Bacteria	32067	Leptotrichia sp. oral taxon 212	1.2	0.1	3.9	1.2	0.1	3.9
Bacteria	482	Neisseria meningitidis	1.0	2.4	0.3	1.0	2.4	0.3
Bacteria	85413	Bosea sp. AS-1	1.0	0.1	1.1	1.0	0.1	1.1
Bacteria	1386	Bacillus subtilis	0.8	1.3	0.9	0.8	1.3	0.9
Bacteria	162289	Peptoniphilus sp. ING2-D1G	0.7	0.2	0.7	0.7	0.2	0.7
Bacteria	1077265	Chthonomonas calidirosea	0.7	0.1	5.0	0.7	0.1	5.0
Bacteria	1678	Bifidobacterium adolescentis	0.7	6.8	0.1	0.7	6.8	0.1
Bacteria	398041	Flavisolibacter tropicus	0.7	0.1	0.7	0.7	0.1	0.7
Bacteria	586	Providencia stuartii	0.6	4.3	0.7	0.6	4.3	0.7
Bacteria	165696	Novosphingobium resinovorum	0.5	0.1	0.6	0.5	0.1	0.6
Bacteria	34084	Riemerella anatipestifer	0.4	0.4	0.1	0.4	0.4	0.1
Bacteria	816	Bacteroides ovatus	0.3	0.2	0.7	0.3	0.2	0.7
Bacteria	572511	Blautia obeum	0.3	1.2	0.1	0.3	1.2	0.1
Bacteria	1485	Clostridium perfringens	0.2	0.3	0.8	0.2	0.3	0.8
Bacteria	375288	Parabacteroides distasonis	0.1	0.2	0.8	0.1	0.2	0.8



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	561	Escherichia coli	74.3	113.1
Bacteria	1912216	Cutibacterium acnes	68.8	67.2
Bacteria	57493	Kocuria turfanensis	30.5	0.7
Bacteria	469	Acinetobacter johnsonii	13.8	1.6
Bacteria	38501	Blastococcus saxobsidens	10.8	0.4
Bacteria	475	Moraxella osloensis	10.8	2.9
Bacteria	590	Salmonella enterica	10.4	46.5
Bacteria	265976	Serinicoccus sp. JLT9	7.2	0.3
Bacteria	332248	Truepera radiovictrix	6.2	0.9
Bacteria	547	Enterobacter cloacae	5.5	0.8
Bacteria	32207	Rothia mucilaginosa	5.1	0.2
Bacteria	1678	Bifidobacterium adolescentis	4.6	13.0
Bacteria	1860	Geodermatophilus obscurus	4.1	0.6
Bacteria	1372	Planococcus rifietoensis	3.9	2.5
Bacteria	1301	Streptococcus mitis	3.6	0.4
Bacteria	45669	Salinicoccus halodurans	3.1	3.7
Bacteria	286	Pseudomonas stutzeri	2.4	1.4
Bacteria	53457	Janibacter indicus	2.1	0.1
Bacteria	13687	Sphingomonas koreensis	2.1	0.3
Bacteria	570	Klebsiella pneumoniae	2.0	9.3

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	561	Escherichia coli	74.3	113.1
Bacteria	1912216	Cutibacterium acnes	68.8	67.2
Bacteria	57493	Kocuria turfanensis	30.5	0.7
Bacteria	469	Acinetobacter johnsonii	13.8	1.6
Bacteria	475	Moraxella osloensis	10.8	2.9
Bacteria	38501	Blastococcus saxobsidens	10.8	0.4
Bacteria	590	Salmonella enterica	10.4	46.5
Bacteria	265976	Serinicoccus sp. JLT9	7.2	0.3
Bacteria	332248	Truepera radiovictrix	6.2	0.9
Bacteria	547	Enterobacter cloacae	5.5	0.8
Bacteria	32207	Rothia mucilaginosa	5.1	0.2
Bacteria	1678	Bifidobacterium adolescentis	4.6	13.0
Bacteria	1298	Deinococcus puniceus	4.5	0.0
Bacteria	13687	Sphingomonas taxi	4.4	0.0
Bacteria	1860	Geodermatophilus obscurus	4.1	0.6
Bacteria	191769	Marinilactibacillus sp. 15R	3.9	0.0
Bacteria	1372	Planococcus rifietoensis	3.9	2.5
Bacteria	125216	Roseomonas gilardii	3.7	0.0
Bacteria	1301	Streptococcus mitis	3.6	0.4
Bacteria	407	Methylobacterium sp. RIB1-11	3.6	0.0

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	561	Escherichia coli	74.3	113.1	0.2	74.3	113.1	0.2
Bacteria	1912216	Cutibacterium acnes	68.8	67.2	0.2	68.8	67.2	0.2
Bacteria	57493	Kocuria turfanensis	30.5	0.7	5.5	30.5	0.7	5.5
Bacteria	469	Acinetobacter johnsonii	13.8	1.6	0.4	13.8	1.6	0.4
Bacteria	475	Moraxella osloensis	10.8	2.9	1.3	10.8	2.9	1.3
Bacteria	38501	Blastococcus saxobsidens	10.8	0.4	0.2	10.8	0.4	0.2
Bacteria	590	Salmonella enterica	10.4	46.5	0.8	10.4	46.5	0.8
Bacteria	265976	Serinicoccus sp. JLT9	7.2	0.3	0.9	7.2	0.3	0.9
Bacteria	332248	Truepera radiovictrix	6.2	0.9	5.6	6.2	0.9	5.6
Bacteria	547	Enterobacter cloacae	5.5	0.8	1.6	5.5	0.8	1.6
Bacteria	32207	Rothia mucilaginosa	5.1	0.2	0.2	5.1	0.2	0.2
Bacteria	1678	Bifidobacterium adolescentis	4.6	13.0	5.1	4.6	13.0	5.1
Bacteria	1860	Geodermatophilus obscurus	4.1	0.6	0.2	4.1	0.6	0.2
Bacteria	1372	Planococcus rifietoensis	3.9	2.5	5.2	3.9	2.5	5.2
Bacteria	1301	Streptococcus mitis	3.6	0.4	0.6	3.6	0.4	0.6
Bacteria	45669	Salinicoccus halodurans	3.1	3.7	0.3	3.1	3.7	0.3
Bacteria	286	Pseudomonas stutzeri	2.4	1.4	0.2	2.4	1.4	0.2
Bacteria	53457	Janibacter indicus	2.1	0.1	0.2	2.1	0.1	0.2
Bacteria	570	Klebsiella pneumoniae	2.0	9.3	0.1	2.0	9.3	0.1
Bacteria	165695	Sphingobium cloacae	1.5	0.1	0.4	1.5	0.1	0.4



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	561	Escherichia coli	81.4	176.6
Bacteria	469	Acinetobacter johnsonii	18.7	2.9
Bacteria	216851	Faecalibacterium prausnitzii	13.6	10.0
Bacteria	1269	Micrococcus luteus	11.8	1.0
Bacteria	32207	Rothia mucilaginosa	10.3	0.1
Bacteria	590	Salmonella enterica	9.6	35.9
Bacteria	724	[Haemophilus] ducreyi	8.2	0.2
Bacteria	1716	Corynebacterium ureicelerivorans	7.9	0.2
Bacteria	2701	Gardnerella vaginalis	7.7	5.2
Bacteria	1301	Streptococcus mitis	7.7	1.0
Bacteria	475	Moraxella osloensis	7.2	1.5
Bacteria	168808	Sneathia amnii	5.9	0.3
Bacteria	286	Pseudomonas putida	4.5	1.9
Bacteria	547	Enterobacter cloacae	4.3	0.6
Bacteria	1082930	Pelagibacterium halotolerans	3.8	0.5
Bacteria	43668	Brachybacterium sp. VR2415	3.6	0.3
Bacteria	482	Neisseria meningitidis	3.0	1.6
Bacteria	57493	Kocuria turfanensis	2.6	0.4
Bacteria	1763	Mycobacterium dioxanotrophicus	2.4	0.1
Bacteria	72763	Tessaracoccus aquimaris	2.0	0.4

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	561	Escherichia coli	81.4	176.6
Bacteria	469	Acinetobacter johnsonii	18.7	2.9
Bacteria	216851	Faecalibacterium prausnitzii	13.6	10.0
Bacteria	1269	Micrococcus luteus	11.8	1.0
Bacteria	32207	Rothia mucilaginosa	10.3	0.1
Bacteria	590	Salmonella enterica	9.6	35.9
Bacteria	186650	Microvirga ossetica	9.2	0.0
Bacteria	724	[Haemophilus] ducreyi	8.2	0.2
Bacteria	1716	Corynebacterium ureicelerivorans	7.9	0.2
Bacteria	2701	Gardnerella vaginalis	7.7	5.2
Bacteria	1301	Streptococcus mitis	7.7	1.0
Bacteria	475	Moraxella osloensis	7.2	1.5
Bacteria	168808	Sneathia amnii	5.9	0.3
Bacteria	286	Pseudomonas putida	4.5	1.9
Bacteria	547	Enterobacter cloacae	4.3	0.6
Bacteria	265	Paracoccus contaminans	4.2	0.0
Bacteria	1082930	Pelagibacterium halotolerans	3.8	0.5
Bacteria	43668	Brachybacterium sp. VR2415	3.6	0.3
Bacteria	482	Neisseria meningitidis	3.0	1.6
Bacteria	191769	Marinilactibacillus sp. 15R	2.8	0.0

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	561	Escherichia coli	81.4	176.6	0.4	81.4	176.6	0.4
Bacteria	469	Acinetobacter johnsonii	18.7	2.9	0.9	18.7	2.9	0.9
Bacteria	216851	Faecalibacterium prausnitzii	13.6	10.0	5.8	13.6	10.0	5.8
Bacteria	1269	Micrococcus luteus	11.8	1.0	0.3	11.8	1.0	0.3
Bacteria	32207	Rothia mucilaginosa	10.3	0.1	1.6	10.3	0.1	1.6
Bacteria	590	Salmonella enterica	9.6	35.9	0.5	9.6	35.9	0.5
Bacteria	724	[Haemophilus] ducreyi	8.2	0.2	1.5	8.2	0.2	1.5
Bacteria	1716	Corynebacterium ureicelerivorans	7.9	0.2	0.5	7.9	0.2	0.5
Bacteria	2701	Gardnerella vaginalis	7.7	5.2	3.7	7.7	5.2	3.7
Bacteria	1301	Streptococcus mitis	7.7	1.0	2.3	7.7	1.0	2.3
Bacteria	475	Moraxella osloensis	7.2	1.5	0.7	7.2	1.5	0.7
Bacteria	168808	Sneathia amnii	5.9	0.3	5.8	5.9	0.3	5.8
Bacteria	286	Pseudomonas putida	4.5	1.9	1.0	4.5	1.9	1.0
